,Address,AreaName,Price ($),lat,lng
34394,"5225 Elmridge Dr Mississauga, ON",Erin Mills,2299850,43.569809,-79.705688
34395,"3840 Freeman Terr Mississauga, ON",Erin Mills,729000,43.555904,-79.755371
34396,"#2C08 - 7215 Goreway Dr Mississauga, ON",Malton,119900,43.7174,-79.636772
34397,"#3302 - 50 Absolute Ave Mississauga, ON",Mississauga,324900,43.59502,-79.636017
34398,"#610 - 1535 Lakeshore Rd Mississauga, ON",Lakeview,379900,43.589203,-79.548485
34399,"#9 - 1125 Dundas St Mississauga, ON",Dixie,449000,43.604057,-79.590775
34400,"921 Bristol Rd Mississauga, ON",East Credit,1049900,43.597591,-79.683174
34401,"247 Radley Rd Mississauga, ON",Mineola,3299850,43.572971,-79.593048
34402,"7296 Sigsbee Dr Mississauga, ON",Malton,649900,43.730652,-79.628502
34403,"4260 Wakefield Cres Mississauga, ON",Mississauga,849000,43.582642,-79.661232
34404,"#11 - 1565 Britannia Rd Mississauga, ON",Mississauga,195000,43.656841,-79.646515
34405,"#206 - 155 Hillcrest Ave Mississauga, ON",Cooksville,275000,43.580219,-79.62516
34406,"#18 - 5155 Spectrum Way Mississauga, ON",Mississauga,1495000,43.651028,-79.610374
34407,"4070 Living Arts Dr Mississauga, ON",Mississauga,20000,43.587738,-79.645706
34408,"#1307 - 55 Eglinton Ave Mississauga, ON",Mississauga,454900,43.60614,-79.654274
34409,"3047 Tacc Dr Mississauga, ON",Erin Mills,789900,43.556,-79.729012
34410,"#A-7 - 1135 Crestlawn Dr Mississauga, ON",Mississauga,950000,43.629299,-79.625725
34411,"#1404 - 55 Eglinton Ave Mississauga, ON",Mississauga,419000,43.60614,-79.654274
34412,"1092 Henley Rd Mississauga, ON",Lakeview,769900,43.59269,-79.5765
34413,"#31 - 1365 Midway Blvd Mississauga, ON",Mississauga,259000,43.589046,-79.644119
34414,"22 Studley St Mississauga, ON",Old Malton Village,799900,43.703671,-79.644775
34415,"5977 Dixie Rd Mississauga, ON",Mississauga,199000,43.655235,-79.646599
34416,"6753 Historic Tr Mississauga, ON",Meadowvale Village,1099000,43.620422,-79.722847
34417,"15 HENRY ST Mississauga, ON",Streetsville,648000,43.585625,-79.72049
34418,"#2604 - 4205 Shipp Dr Mississauga, ON",Mississauga,249000,43.599724,-79.638382
34419,"7364 Shallford Rd Mississauga, ON",Malton,499900,43.716499,-79.644798
34420,"#25 - 1575 DREW RD Mississauga, ON",Mississauga,456240,43.682461,-79.68
34421,"66 Voltarie Cres Mississauga, ON",Mississauga,579900,43.587265,-79.621391
34422,"#101 - 218 Export Blvd Mississauga, ON",Mississauga,431900,43.650642,-79.704224
34423,"#1 - 1575 DREW RD Mississauga, ON",Mississauga,701250,43.682461,-79.68
34424,"#2306 - 3605 Kariya Dr Mississauga, ON",Mississauga,349900,43.590034,-79.634651
34425,"#413 - 218 Export Blvd Mississauga, ON",Mississauga,326565,43.650642,-79.704224
34426,"3380 TUDOR GATE Mississauga, ON",Erin Mills,2100000,43.548634,-79.671448
34427,"2565 BIRCH CRES Mississauga, ON",Mississauga,800000,43.511471,-79.658173
34428,"#105 - 218 Export Blvd Mississauga, ON",Mississauga,513450,43.650642,-79.704224
34429,"#117 - 4185 SHIPP DR Mississauga, ON",Mississauga,241900,43.599495,-79.637756
34430,"#108 - 75 Eglinton Ave Mississauga, ON",Mississauga,529900,43.605927,-79.654686
34431,"162 Indian Valley Trail Mississauga, ON",Mineola,3800000,43.560802,-79.598022
34432,"6917 Amour Terr Mississauga, ON",Meadowvale Village,1849000,43.633816,-79.71685
34433,"4126 Loyalist Dr Mississauga, ON",Erin Mills,974900,43.53624,-79.705788
34434,"1067 ROWAN CRT Mississauga, ON",Mississauga,869800,43.618385,-79.613129
34435,"6917 Amour Terrace Mississauga, ON",Meadowvale Village,1849000,43.633816,-79.71685
34436,"#1003 - 810 Scollard Crt Mississauga, ON",East Credit,284999,43.592575,-79.672379
34437,"1036 Burnhamthorpe Rd Mississauga, ON",Mississauga,149000,43.571609,-79.660378
34438,"925 RATHBURN RD Mississauga, ON",Mississauga,349000,43.616085,-79.617577
34439,"2211 Camilla Rd Mississauga, ON",Cooksville,939000,43.576164,-79.600792
34440,"1114 Pomona Crt Mississauga, ON",Mississauga,999999,43.562714,-79.652023
34441,"#10 - 5170 DIXIE RD Mississauga, ON",Mississauga,99000,43.638557,-79.625908
34442,"2180 Parker Dr Mississauga, ON",Cooksville,3950850,43.565456,-79.611313
34443,"3609 QUEENSTON DR Mississauga, ON",Mississauga,639900,43.563587,-79.664658
34444,"#2318 - 339 Rathburn Rd Mississauga, ON",Mississauga,293900,43.589657,-79.652199
34445,"1057 DUNDAS ST W Mississauga, ON",Mississauga,89900,43.558109,-79.642761
34446,"#93 - 525 Novo Star Dr Mississauga, ON",Meadowvale Village,529900,43.634338,-79.714989
34447,"#162 - 1055 Dundas St Mississauga, ON",Mississauga,279900,43.558144,-79.642708
34448,"29 PIERPONT PL Mississauga, ON",Mississauga,624900,43.580723,-79.741394
34449,"#E1 - 888 DUNDAS ST E Mississauga, ON",Dixie,180000,43.597179,-79.594841
34450,"#36 - 429 Ladycroft Terr Mississauga, ON",Mississauga,749900,43.589046,-79.644119
34451,"3942 Candlelight Dr Mississauga, ON",Erin Mills,849900,43.537445,-79.735626
34452,"#11 - 1575 DREW RD Mississauga, ON",Mississauga,484320,43.682461,-79.68
34453,"#412 - 4033 Hurontario St Mississauga, ON",Mississauga,250000,43.59486,-79.635796
34454,"#609 - 7405 Goreway Dr Mississauga, ON",Malton,224900,43.722015,-79.642357
34455,"1535 EVENSIDE CRES Mississauga, ON",East Credit,649900,43.588531,-79.702209
34456,"#135 - 3170 Erin Mills Pkwy Mississauga, ON",Erin Mills,479990,43.539429,-79.671349
34457,"#2303 - 223 Webb Dr Mississauga, ON",Mississauga,399000,43.588379,-79.639954
34458,"#5 - 3041 ARGENTIA RD Mississauga, ON",Mississauga,80000,43.596191,-79.787392
34459,"#1C27 - 7215 Goreway Dr Mississauga, ON",Malton,259900,43.7174,-79.636772
34460,"#2505 - 50 Absolute Ave Mississauga, ON",Mississauga,314900,43.59502,-79.636017
34461,"#3 - 3071 CAWTHRA RD Mississauga, ON",Dixie,479000,43.596527,-79.601799
34462,"#93 - 3050 Erin Centre Blvd Mississauga, ON",Erin Mills,339000,43.551857,-79.722893
34463,"5434 Oscar Peterson Blvd Mississauga, ON",Erin Mills,1253000,43.554367,-79.730026
34464,"#221 - 1055 DUNDAS ST E Mississauga, ON",Dixie,289900,43.602066,-79.592308
34465,"1600 Aimco Blvd Mississauga, ON",Mississauga,450000,43.640511,-79.621681
34466,"3378 ELLENGALE DR Mississauga, ON",Mississauga,579000,43.561031,-79.657234
34467,"#213 - 35 Trailwood Dr Mississauga, ON",Mississauga,279900,43.613243,-79.660057
34468,"#1706 - 60 Absolute Ave Mississauga, ON",Mississauga,282900,43.594543,-79.635468
34469,"#315 - 5025 Harvard Rd Mississauga, ON",Erin Mills,434900,43.549511,-79.718834
34470,"1489 Hurontario Street Mississauga, ON",Mineola,1598888,43.564987,-79.594559
34471,"#3B - 157 Dundas St Mississauga, ON",Cooksville,50000,43.583866,-79.612793
34472,"#140 - 2120 Rathburn Rd Mississauga, ON",Rockwood Village,498888,43.642567,-79.592201
34473,"#605 - 3605 KARIYA DR Mississauga, ON",Mississauga,354900,43.590034,-79.634651
34474,"#6 -10 - 1575 DREW RD Mississauga, ON",Mississauga,658800,43.682461,-79.68
34475,"#3102 - 70 Absolute Ave Mississauga, ON",Mississauga,529000,43.594952,-79.634514
34476,"661 Kaiser Dr Mississauga, ON",Meadowvale Village,1088000,43.637417,-79.723259
34477,"592 RATHBURN RD W Mississauga, ON",Mississauga,220000,43.584141,-79.653366
34478,"#7A - 3415 Dixie Rd Mississauga, ON",Mississauga,39000,43.617989,-79.594894
34479,"#1610 - 4460 Tucana Crt Mississauga, ON",Mississauga,335000,43.600979,-79.648216
34480,"7139 LANCASTER AVE Mississauga, ON",Malton,499000,43.710194,-79.642044
34481,"#903 - 3590 Kaneff Cres Mississauga, ON",Mississauga,270900,43.591633,-79.631271
34482,"5877 Osprey Blvd Mississauga, ON",Mississauga,929900,43.559223,-79.764946
34483,"#501 - 2121 ROCHE CRT Mississauga, ON",Mississauga,210000,43.52832,-79.648361
34484,"#102 - 55 Eglinton Ave Mississauga, ON",Mississauga,549900,43.60614,-79.654274
34485,"#2908 - 3650 Kaneff Cres Mississauga, ON",Mississauga,379900,43.593601,-79.633278
34486,"985A Eglinton Avenue Mississauga, ON",Mississauga,35,43.626808,-79.631744
34487,"#1703 - 50 Absolute Ave Mississauga, ON",Mississauga,319900,43.59502,-79.636017
34488,"3757 Morning Star Dr Mississauga, ON",Malton,649900,43.725662,-79.631508
34489,"1300 Bloor Street Mississauga, ON",Dixie,959900,43.615372,-79.595161
34490,"2285 Shawanaga Trail Mississauga, ON",Mississauga,2750000,43.545006,-79.637932
34491,"#512 - 155 Hillcrest Ave Mississauga, ON",Cooksville,330000,43.580219,-79.62516
34492,"6312 GLEN MEADOWS RD Mississauga, ON",Mississauga,859900,43.563797,-79.765381
34493,"#123 - 2980 Drew Rd Mississauga, ON",Mississauga,419900,43.709877,-79.652031
34494,"#602 - 208 ENFIELD PL Mississauga, ON",Mississauga,364000,43.592274,-79.634308
34495,"#4108 - 50 Absolute Ave Mississauga, ON",Mississauga,359900,43.59502,-79.636017
34496,"#260 - 2095 Roche Crt Mississauga, ON",Mississauga,275000,43.527557,-79.647842
34497,"#117 - 2980 Drew Rd Mississauga, ON",Mississauga,575000,43.709877,-79.652031
34498,"350 Verdun Rd Oshawa, ON",Central Oshawa,245000,43.891254,-78.846619
34499,"3965 Brandon Gate Dr Mississauga, ON",Malton,664900,43.733303,-79.636925
34500,"1423 Aldo Dr Mississauga, ON",Mississauga,2495800,43.53706,-79.622108
34501,"#807 - 4090 Living Arts Dr Mississauga, ON",Mississauga,289000,43.587749,-79.645782
34502,"1519 Ballantrae Dr Mississauga, ON",East Credit,1259900,43.570919,-79.68438
34503,"#104 - 1360 Rathburn Rd Mississauga, ON",Mississauga,379000,43.625172,-79.607964
34504,"#14 - 1097 Britannia Rd Mississauga, ON",Mississauga,339888,43.648216,-79.656006
34505,"#310 - 1050 Stainton Dr Mississauga, ON",Mississauga,179900,43.55899,-79.643936
34506,"457 Prestwick Dr Oshawa, ON",McLaughlin,549900,43.904392,-78.897224
34507,"2120 Dundas St Mississauga, ON",Mississauga,199000,43.624523,-79.566422
34508,"2675 Truscott Dr Mississauga, ON",Mississauga,798000,43.507904,-79.65535
34509,"303 Frontenac Ave Oshawa, ON",Vanier,1150000,43.888489,-78.871758
34510,"#12 - 2480 Cawthra Rd Mississauga, ON",Mississauga,265000,43.591251,-79.597672
34511,"#107 - 75 Eglinton Ave Mississauga, ON",Mississauga,549900,43.605927,-79.654686
34512,"1760 Dundas St Mississauga, ON",Mississauga,1600000,43.617054,-79.574829
34513,"#15 - 1020 Matheson Blvd Mississauga, ON",Mississauga,349000,43.634148,-79.640999
34514,"950 Southdown Rd Mississauga, ON",Mississauga,59000,43.508663,-79.631973
34515,"#10 - 259 Traders Blvd Mississauga, ON",Mississauga,399900,43.628792,-79.668877
34516,"#1D18 - 7215 Goreway Dr Mississauga, ON",Malton,289900,43.7174,-79.636772
34517,"770 Stevenson Rd Oshawa, ON",Stevenson,529900,43.871849,-78.876213
34518,"1545 Ballyclare Dr Mississauga, ON",Mississauga,1349900,43.551758,-79.650246
34519,"#1B03 - 7215 Goreway Dr Mississauga, ON",Malton,189900,43.7174,-79.636772
34520,"545 Monteith Ave Oshawa, ON",Lakeview,649000,43.859314,-78.851738
34521,"2695 North Sheridan Way Mississauga, ON",Mississauga,148800,43.512486,-79.663734
34522,"#15 - 1125 Bloor St Mississauga, ON",Mississauga,150000,43.611534,-79.601303
34523,"2225 Doulton Dr Mississauga, ON",Mississauga,6780000,43.541092,-79.640984
34524,"#402 - 218 Export Blvd Mississauga, ON",Mississauga,351345,43.650642,-79.704224
34525,"#130 - 1065 Canadian Pl Mississauga, ON",Mississauga,499900,43.627724,-79.626938
34526,"#401 - 218 Export Blvd Mississauga, ON",Mississauga,431585,43.650642,-79.704224
34527,"#A - 241 QUEEN ST S Mississauga, ON",Streetsville,200000,43.580486,-79.711861
34528,"7293 Seabreeze Dr Mississauga, ON",Mississauga,774900,43.594696,-79.777786
34529,"100 CITY CENTRE DR Mississauga, ON",Mississauga,365000,43.592854,-79.643005
34530,"730 Horning St Mississauga, ON",Mississauga,649900,43.607468,-79.688278
34531,"#1 - 6965 DAVAND DR Mississauga, ON",Mississauga,84900,43.673717,-79.675026
34532,"#106 - 218 Export Blvd Mississauga, ON",Mississauga,1749650,43.650642,-79.704224
34533,"3217 ERIN CENTRE BLVD Mississauga, ON",Erin Mills,1199000,43.54755,-79.728462
34534,"#1709 - 335 WEBB DR Mississauga, ON",Mississauga,320000,43.585678,-79.641701
34535,"#C2-C3 - 918 Dundas St Mississauga, ON",Dixie,498000,43.599098,-79.594582
34536,"#118 - 2985 DREW RD Mississauga, ON",Mississauga,549900,43.710983,-79.653419
34537,"393 Acumen Crt Mississauga, ON",Meadowvale Village,989000,43.640381,-79.7183
34538,"97-103 Albert St Oshawa, ON",Central Oshawa,799900,43.895306,-78.860031
34539,"#1 -12 - 1575 DREW RD Mississauga, ON",Mississauga,348300,43.682461,-79.68
34540,"3151 Wilson Rd Oshawa, ON",Rural Oshawa,4500000,43.984547,-78.879326
34541,"63 Mississauga Rd Mississauga, ON",Port Credit,1588000,43.549763,-79.592628
34542,"#908 - 3650 Kaneff Cres Mississauga, ON",Mississauga,417900,43.593601,-79.633278
34543,"#D21-22 - 1472 Thornton Rd Oshawa, ON",Northwood,490000,43.929367,-78.909409
34544,"5683 Prairie Circ Mississauga, ON",Mississauga,819000,43.562218,-79.758064
34545,"#14 - 120 NONQUON RD Oshawa, ON",Centennial,199900,43.930649,-78.873375
34546,"2076 Almira Crt Mississauga, ON",Mississauga,3200000,43.545441,-79.628906
34547,"4292 HICKORY DR Mississauga, ON",Mississauga,845000,43.626266,-79.612144
34548,"641 WHISTLER DR Oshawa, ON",Northglen,499980,43.908222,-78.904449
34549,"#1206 - 50 Absolute Ave Mississauga, ON",Mississauga,349900,43.59502,-79.636017
34550,"4500 SIMCOE ST N Oshawa, ON",Rural Oshawa,1300000,44.012383,-78.928062
34551,"#3 - 6285 Miller&#39;s Grve Mississauga, ON",Mississauga,49900,43.571678,-79.754395
34552,"796 SIMCOE ST S Oshawa, ON",Lakeview,399900,43.877419,-78.852379
34553,"#1915 - 335 Rathburn Rd Mississauga, ON",Mississauga,389786,43.589451,-79.652168
34554,"1 2390 CAWTHRA Road Mississauga, ON",Mississauga,95000,43.590313,-79.595192
34555,"464 TAUNTON RD W Oshawa, ON",Northwood,3500000,43.930099,-78.89666
34556,"#301 - 3577 Derry Rd Mississauga, ON",Malton,225000,43.715946,-79.630226
34557,"#1 - 2390 CAWTHRA RD Mississauga, ON",Mississauga,95000,43.590313,-79.595192
34558,"125 SPRINGDALE CRES Oshawa, ON",Donevan,424900,43.903,-78.823784
34559,"40 Oakwood Ave Mississauga, ON",Port Credit,1795000,43.559711,-79.580933
34560,"357 DWIGHT AVE Oshawa, ON",Lakeview,529999,43.862484,-78.851158
34561,"#22 - 109 Bristol Rd Mississauga, ON",Mississauga,198000,43.616669,-79.660713
34562,"122 -124 CENTRE ST N Oshawa, ON",O'Neill,259900,43.900307,-78.867477
34563,"#1201 - 155 Hillcrest Ave Mississauga, ON",Cooksville,290000,43.580219,-79.62516
34564,"75 COLBORNE ST W Oshawa, ON",O'Neill,365000,43.900208,-78.867912
34565,"#2 - 425 Admiral Blvd Mississauga, ON",Mississauga,5,43.651485,-79.693703
34566,"#64 - 966 ADELAIDE AVE E Oshawa, ON",Eastdale,246900,43.913769,-78.832336
34567,"4205 Shipp Drive Mississauga, ON",Mississauga,219900,43.599724,-79.638382
34568,"1458 Dundas Crescent Mississauga, ON",Mississauga,999999,43.547962,-79.649719
34569,"15 KING ST W Oshawa, ON",Central Oshawa,149000,43.897095,-78.864227
34570,"#3001 - 50 Absolute Ave Mississauga, ON",Mississauga,248800,43.59502,-79.636017
34571,"355 WENTWORTH ST Oshawa, ON",Lakeview,69900,43.868977,-78.854553
34572,"##3 - 6400 Millcreek Dr Mississauga, ON",Mississauga,699900,43.588924,-79.740234
34573,"119 CADILLAC AVE S Oshawa, ON",Central Oshawa,489900,43.89864,-78.844376
34574,"1305 Indian Road Mississauga, ON",Mississauga,3988000,43.537552,-79.626648
34575,"4141 Dixie Rd Mississauga, ON",Rockwood Village,69000,43.625641,-79.604698
34576,"1399 RENNIE ST Oshawa, ON",Taunton,627700,43.941208,-78.85247
34577,"4619 TOMKEN RD Mississauga, ON",Mississauga,1200000,43.626324,-79.628677
34578,"1575 Blythe Rd Mississauga, ON",Mississauga,3999000,43.54084,-79.64537
34579,"5154 OAKRIDGE TR Oshawa, ON",Rural Oshawa,2150000,44.033455,-78.926765
34580,"945 GOODWIN RD Mississauga, ON",Lakeview,2488800,43.569412,-79.564789
34581,"#28 - 7050 Bramalea Rd Mississauga, ON",Mississauga,410000,43.68465,-79.665344
34582,"224 BORDEN Court Hickson, ON",Hickson,210000,43.23954,-80.801712
34583,"7093 Torbram Rd Mississauga, ON",Mississauga,299900,43.697384,-79.653389
34584,"#18 - 5484 TOMKEN RD Mississauga, ON",Mississauga,429000,43.635033,-79.644814
34585,"Lot 2 PHILLIP MURRAY AVE Oshawa, ON",Oshawa,399000,43.858387,-78.860184
34586,"799 Crawford Dr Peterborough, ON",Peterborough,218000,44.271835,-78.331505
34587,"#1012 - 155 Hillcrest Ave Mississauga, ON",Cooksville,305000,43.580219,-79.62516
34588,"1423 FREEPORT DR Mississauga, ON",Mississauga,575000,43.565907,-79.664658
34589,"#15 - 3150 PINTO PL Mississauga, ON",Cooksville,539900,43.578526,-79.624825
34590,"455 Abound Cres Peterborough, ON",Peterborough,339900,44.284039,-78.298012
34591,"100 City Centre Dr Mississauga, ON",Mississauga,579000,43.592854,-79.643005
34592,"1400 WATERSEDGE RD Mississauga, ON",Mississauga,5498000,43.514542,-79.602478
34593,"720 New Romaine St Peterborough, ON",Peterborough,189900,44.288559,-78.335846
34594,"#124 - 2980 Drew Rd Mississauga, ON",Mississauga,125000,43.709877,-79.652031
34595,"#16 - 1575 DREW RD Mississauga, ON",Mississauga,463200,43.682461,-79.68
34596,"1740 Glenforest Blvd Peterborough, ON",Peterborough,479900,44.293648,-78.372612
34597,"#204 - 2095 ROCHE CRT Mississauga, ON",Mississauga,335000,43.527557,-79.647842
34598,"#124 - 2980 Drew Rd Mississauga, ON",Mississauga,550000,43.709877,-79.652031
34599,"1288 Huntington Circ Peterborough, ON",Peterborough,279000,44.274933,-78.361458
34600,"#180 - 6465 Millcreek Dr Mississauga, ON",Mississauga,99000,43.591175,-79.741867
34601,"4331 WATERFORD CRES Mississauga, ON",Mississauga,869900,43.58873,-79.661964
34602,"1552 Cherryhill Rd Peterborough, ON",Peterborough,314900,44.281174,-78.365967
34603,"#140,141 - 2960 Drew Rd Mississauga, ON",Mississauga,1399999,43.708904,-79.653099
34604,"15 HENRY ST Mississauga, ON",Streetsville,648000,43.585625,-79.72049
34605,"1292 Amundsen Ave Peterborough, ON",Peterborough,369900,44.341759,-78.315742
34606,"3252 FLAGSTONE DR Mississauga, ON",Erin Mills,649900,43.543514,-79.725502
34607,"260 Pinetree Way Mississauga, ON",Mineola,2480000,43.561638,-79.604324
34608,"638 Chester St Peterborough, ON",Peterborough,639900,44.281361,-78.315765
34609,"2183 STANFIELD RD Mississauga, ON",Lakeview,1224900,43.595486,-79.578552
34610,"1539 Stonehaven Dr Mississauga, ON",Mississauga,1350000,43.518856,-79.614456
34611,"22 Ferguson Pl Peterborough, ON",Peterborough,289900,44.330868,-78.335449
34612,"1244 Melba Road Mississauga, ON",Lakeview,2000000,43.596535,-79.573608
34613,"##2 - 3550 Wolfdale Rd Mississauga, ON",Mississauga,149000,43.57288,-79.651527
34614,"158 Dufferin St Peterborough, ON",Peterborough,259900,44.31538,-78.310768
34615,"4445 FULL MOON CIRC Mississauga, ON",Mississauga,769000,43.613926,-79.634666
34616,"1395 Wendigo Tr Mississauga, ON",Mineola,1675000,43.556625,-79.599655
34617,"789 O`brien Dr Peterborough, ON",Peterborough,7,44.280987,-78.288979
34618,"3284 FLAGSTONE DR Mississauga, ON",Erin Mills,759000,43.54295,-79.725609
34619,"1760 Dundas St Mississauga, ON",Mississauga,1600000,43.617054,-79.574829
34620,"#215 - 3525 KARIYA DR Mississauga, ON",Mississauga,355000,43.588547,-79.631599
34621,"623 Goodwin Terr Peterborough, ON",Peterborough,524900,44.306118,-78.372986
34622,"#1603 - 208 Enfield Pl Mississauga, ON",Mississauga,379000,43.592274,-79.634308
34623,"5673 SPARKWELL DR Mississauga, ON",Mississauga,749900,43.608845,-79.686043
34624,"#1E19 - 7215 Goreway Dr Mississauga, ON",Malton,119900,43.7174,-79.636772
34625,"2013 Bensfort Rd Peterborough, ON",Peterborough,450000,44.272629,-78.306702
34626,"5636 GLEN ERIN DR Mississauga, ON",Erin Mills,269000,43.565166,-79.729752
34627,"#1B20 - 7215 Goreway Dr Mississauga, ON",Malton,169900,43.7174,-79.636772
34628,"264 Murray St Peterborough, ON",Peterborough,179000,44.308285,-78.325096
34629,"#61 - 2001 Bonnymede Dr Mississauga, ON",Mississauga,225000,43.508907,-79.625771
34630,"48 Lansdowne St Peterborough, ON",Peterborough,1999900,44.290524,-78.311852
34631,"#5 - 1510 Dundas St Mississauga, ON",Dixie,225000,43.611008,-79.579102
34632,"62 Lansdowne St Peterborough, ON",Peterborough,399900,44.290333,-78.311615
34633,"265 ENFIELD PL Mississauga, ON",Mississauga,249000,43.591068,-79.635605
34634,"#109 - 2970 Drew Rd Mississauga, ON",Mississauga,350000,43.709881,-79.653442
34635,"2 George St Peterborough, ON",Peterborough,289900,44.294525,-78.319
34636,"#2 -4 - 1575 DREW RD Mississauga, ON",Mississauga,679250,43.682461,-79.68
34637,"652 Kozel Crt Mississauga, ON",Mississauga,1690000,43.611557,-79.625153
34638,"509 Albert St Peterborough, ON",Peterborough,179900,44.293991,-78.328697
34639,"1434 Chemong Rd Peterborough, ON",Peterborough,1350,44.33691,-78.34803
34640,"447 George St Peterborough, ON",Peterborough,1875,44.307419,-78.320328
34641,"803 Highland Crt Peterborough, ON",Peterborough,329900,44.31712,-78.339027
34642,"#5 - 1575 DREW RD Mississauga, ON",Mississauga,649400,43.682461,-79.68
34643,"#B - 1212 Dundas St Mississauga, ON",Mississauga,34500,43.554398,-79.645454
34644,"150 O`carroll Ave Peterborough, ON",Peterborough,16,44.31834,-78.322655
34645,"##21 - 2285 Britannia Rd Mississauga, ON",Mississauga,866893,43.583138,-79.729347
34646,"3405 SOUTH MILL WAY Mississauga, ON",Erin Mills,259900,43.544998,-79.676895
34647,"150 O`carroll Ave Peterborough, ON",Peterborough,16,44.31834,-78.322655
34648,"7319 ZINNIA PL Mississauga, ON",Meadowvale Village,724900,43.638046,-79.731247
34649,"5169/71 Tomken Rd Mississauga, ON",Mississauga,139900,43.629639,-79.636223
34650,"374 Water St Peterborough, ON",Peterborough,675,44.305153,-78.318588
34651,"55 STANDISH CRT Mississauga, ON",Mississauga,29000,43.625404,-79.684799
34652,"#112 - 2985 Drew Rd Mississauga, ON",Mississauga,429000,43.710983,-79.653419
34653,"720 SALINGER CRT Mississauga, ON",Meadowvale Village,799900,43.638783,-79.728508
34654,"372 Water St Peterborough, ON",Peterborough,600,44.305115,-78.318726
34655,"#Lot 13 - 00 HAIG BLVD Mississauga, ON",Lakeview,799000,43.586166,-79.564377
34656,"925 Airport Rd Peterborough, ON",Fraserville,220000,44.234001,-78.353363
34657,"4822 Wild Rose Street Mississauga, ON",East Credit,888999,43.573803,-79.681297
34658,"1565 Britannia Road Mississauga, ON",Mississauga,290000,43.656841,-79.646515
34659,"925 Airport Rd Peterborough, ON",Fraserville,150000,44.234001,-78.353363
34660,"3170 Erin Mills Parkway Mississauga, ON",Erin Mills,479990,43.539429,-79.671349
34661,"#511 - 3555 DERRY RD E Mississauga, ON",Malton,225000,43.715061,-79.630829
34662,"2280 Doulton Drive Mississauga, ON",Mississauga,7495000,43.540974,-79.642929
34663,"925-550 Airport Rd Peterborough, ON",Fraserville,12,44.247406,-78.359009
34664,"1033 DETA RD Mississauga, ON",Lakeview,989900,43.586834,-79.550018
34665,"1262 Mona Road Mississauga, ON",Mineola,2995000,43.557354,-79.592262
34666,"192 Mcdonnel St Peterborough, ON",Peterborough,479900,44.309742,-78.321983
34667,"#37 - 45 BRISTOL RD E Mississauga, ON",Mississauga,331900,43.615692,-79.662384
34668,"129 LAKESHORE RD E Mississauga, ON",Port Credit,199400,43.55447,-79.582321
34669,"3292 TALLMAST CRES Mississauga, ON",Erin Mills,568000,43.531239,-79.687775
34670,"1650 Chemong Rd Peterborough, ON",Peterborough,7,44.342861,-78.354164
34671,"386 Florence Dr Peterborough, ON",Peterborough,559900,44.306358,-78.371964
34672,"1232 PARKWEST PL Mississauga, ON",Lakeview,529990,43.575134,-79.571457
34673,"3174 PEARWOOD PL Mississauga, ON",Cooksville,748888,43.574955,-79.631332
34674,"910 High St Peterborough, ON",Peterborough,7,44.287838,-78.332977
34675,"#504 - 325 WEBB DR Mississauga, ON",Mississauga,279900,43.585526,-79.641731
34676,"#804 - 225 WEBB DR Mississauga, ON",Mississauga,279900,43.587852,-79.639847
34677,"483 BOB-O-LINK RD Mississauga, ON",Mississauga,3399900,43.512077,-79.604225
34678,"127 Maude St Peterborough, ON",Peterborough,309900,44.289448,-78.316849
34679,"2428 Doulton Place Mississauga, ON",Mississauga,8998000,43.543888,-79.646858
34680,"217 ANTHONY AVE Mississauga, ON",Mississauga,899000,43.617191,-79.655701
34681,"2056 Lansdowne St Peterborough, ON",Peterborough,525000,44.272991,-78.382881
34682,"335 RATHBURN RD W Mississauga, ON",Mississauga,5000,43.589451,-79.652168
34683,"4242 MELIA DR Mississauga, ON",Mississauga,19999,43.570236,-79.673409
34684,"340 Charlotte St Peterborough, ON",Peterborough,1699,44.303246,-78.328148
34685,"#3 - 3100 DIXIE RD Mississauga, ON",Dixie,225000,43.609486,-79.586502
34686,"5492 MEADOWCREST AVE Mississauga, ON",Erin Mills,999000,43.554985,-79.734962
34687,"41 Park St Peterborough, ON",Peterborough,850,44.291805,-78.324692
34688,"#1810 - 225 WEBB DR Mississauga, ON",Mississauga,414000,43.587852,-79.639847
34689,"#268 - 2095 ROCHE CRT Mississauga, ON",Mississauga,255000,43.527557,-79.647842
34690,"256-258 Mcdonnel St Peterborough, ON",Peterborough,569000,44.309475,-78.3246
34691,"#1807 - 55 ELM DR W Mississauga, ON",Mississauga,298888,43.589752,-79.632805
34692,"585 River Rd Peterborough, ON",Peterborough,949900,44.283138,-78.310425
34693,"#609 - 3605 KARIYA DR Mississauga, ON",Mississauga,355900,43.590034,-79.634651
34694,"796 Adelaide Ave Oshawa, ON",Eastdale,438800,43.912628,-78.838371
34695,"164 Hunter St Peterborough, ON",Peterborough,1550,44.305874,-78.320778
34696,"3851 HENRIETTA WAY Mississauga, ON",Erin Mills,999888,43.543205,-79.741844
34697,"# 5 - 7450 DARCEL AVE Mississauga, ON",Malton,389900,43.725391,-79.638351
34698,"1848 BALSAM AVE Mississauga, ON",Clarkson,699000,43.517918,-79.629066
34699,"557 Cobblehill Dr Oshawa, ON",Pinecrest,329900,43.924095,-78.850861
34700,"#17 - 1575 DREW RD Mississauga, ON",Mississauga,534700,43.682461,-79.68
